100	0	-0.1251	0	0	-0.156	0	0	-0.0269	0	0	-0.0402	0	0	0.0025	0	0	0.015	0	0	0.115	0	0	0.112	0	0	-0.001	0	0	0.022	0	0	-0.045	0	0	-0.03	0	0	-0.175	0	0	-0.15	0
150	0	-0.1377	0	0	0.065	0	0	-0.1071	0	0	0.0843	0	0	-0.085	0	0	0.1	0	0	0.0041	0	0	0.008	0	0	0.09	0	0	-0.085	0	0	0.1	0	0	-0.102	0	0	0.04	0	0	-0.095	0
248	0	-0.201	0	0	-0.243	0	0	0.0417	0	0	0.0357	0	0	0.145	0	0	0.145	0	0	0	0	0	0.002	0	0	-0.12	0	0	-0.13	0	0	-0.035	0	0	-0.03	0	0	0.28	0	0	0.26	0
340	0	-0.0285	0	0	0.019	0	0	-0.018	0	0	0.0167	0	0	-0.01	0	0	0.01	0	0	0.0084	0	0	-0.008	0	0	0.009	0	0	-0.015	0	0	0.0135	0	0	-0.013	0	0	0.0073	0	0	-0.0066	0
376	0	-0.1218	0	0	0.079	0	0	-0.05	0	0	0.0452	0	0	0.008	0	0	0.005	0	0	0.155	0	0	-0.17	0	0	-0.01	0	0	0.01	0	0	-0.05	0	0	0.05	0	0	-0.065	0	0	0.085	0
430	0	-0.061	0	0	-0.056	0	0	0.05	0	0	0.05	0	0	0.05	0	0	0.065	0	0	-0.07	0	0	-0.055	0	0	0.04	0	0	0.048	0	0	0.052	0	0	0.058	0	0	-0.11	0	0	-0.085	0
455	0	-0.0401	0	0	-0.033	0	0	0.0176	0	0	0.015	0	0	0.015	0	0	0.018	0	0	-0.015	0	0	-0.01	0	0	0.01	0	0	0.01	0	0	0.012	0	0	0.012	0	0	-0.04	0	0	-0.03	0
501	0	-0.1151	0	0	0.111	0	0	-0.0342	0	0	0.03	0	0	0.012	0	0	-0.03	0	0	-0.015	0	0	0.018	0	0	0.003	0	0	0.01	0	0	-0.03	0	0	0.03	0	0	-0.06	0	0	0.08	0
558	0	-0.2193	0	0	0.19	0	0	0.0074	0	0	0.008	0	0	0.11	0	0	-0.115	0	0	0.008	0	0	-0.025	0	0	-0.095	0	0	0.118	0	0	-0.012	0	0	0.028	0	0	0.16	0	0	-0.255	0
659	0	-0.0951	0	0	-0.091	0	0	0.0876	0	0	0.08	0	0	0.025	0	0	0.01	0	0	0	0	0	0	0	0	-0.03	0	0	-0.033	0	0	-0.092	0	0	-0.09	0	0	0.14	0	0	0.14	0
684	0	-0.1868	0	0	0.178	0	0	0.0898	0	0	-0.075	0	0	0.125	0	0	-0.13	0	0	-0.115	0	0	0.12	0	0	0.11	0	0	-0.105	0	0	0.095	0	0	-0.1	0	0	-0.09	0	0	0.18	0
731	0	-0.0676	0	0	0.082	0	0	0.0424	0	0	-0.03	0	0	0.05	0	0	-0.05	0	0	-0.025	0	0	0.02	0	0	0.028	0	0	-0.02	0	0	0.045	0	0	-0.04	0	0	-0.025	0	0	0.05	0
756	0	-0.0551	0	0	0.02	0	0	0.0548	0	0	-0.033	0	0	0.045	0	0	-0.06	0	0	-0.028	0	0	0.05	0	0	0.047	0	0	-0.055	0	0	0.043	0	0	-0.05	0	0	-0.06	0	0	0.035	0
867	0	-0.0593	0	0	-0.048	0	0	0.1	0	0	0.025	0	0	-0.045	0	0	-0.055	0	0	0.102	0	0	0.105	0	0	-0.06	0	0	-0.03	0	0	0.045	0	0	0.128	0	0	-0.1	0	0	-0.135	0
894	0	-0.0326	0	0	0.03	0	0	0.0402	0	0	-0.035	0	0	0.025	0	0	-0.03	0	0	-0.01	0	0	0.03	0	0	-0.02	0	0	0.01	0	0	-0.045	0	0	0.03	0	0	0.025	0	0	-0.03	0
1020	0	-0.0251	0	0	-0.018	0	0	0.0366	0	0	0.015	0	0	-0.038	0	0	-0.058	0	0	0.01	0	0	-0.002	0	0	0.03	0	0	0.05	0	0	-0.032	0	0	-0.018	0	0	0.06	0	0	0.03	0
1150	0	-0.2152	0	0	-0.111	0	0	-0.0823	0	0	-0.055	0	0	-0.033	0	0	-0.032	0	0	0.01	0	0	-0.01	0	0	0	0	0	0	0	0	0.005	0	0	-0.005	0	0	0.01	0	0	0.02	0
